restau_name,reviews,zip
Di Napoli Italian Restaurant,"Haven't been here in a long time. Maybe 2 years. Service used to be terrible the food was decent. Management ownership used to be rude, ask the food server...",33156
Di Napoli Italian Restaurant,Overall a nice experience with casual dining and good food.  The price is spot on for the area and in relation to the food.  The service was sort of lacking...,33156
Di Napoli Italian Restaurant,I stopped in for dinner. I believe good restaurants must have two things..good food and great staff. When I walked in I was greeted with smiles and a warm...,33156
El Rinconcito Latino,"I give it a five because I was seated fast, the waitress was friendly and very aware of our needs. The place is clean and breakfast was good ,very large...",33165
El Rinconcito Latino,"Worse decision ever to stop at this Rinconcito. 

I have never been treated so badly by someone who actually needs my tips to pay her bills. Waitress...",33165
El Rinconcito Latino,This place is your basic cheap Latin food for a decent price. The service is the expected latin service which usually means slow and they're busier with the...,33165
Morton's The Steakhouse,This review is for the Morton's Power Hour - aka their version of Happy Hour. It happens twice daily - once until 6:30 pm and then starting back up again...,33134
Morton's The Steakhouse,"2.5*

Food:  4*
On a scale, the food is good to pretty darn good. Steaks are delish.  Sea bass fish is very good.  Brussels sprouts with bacon are delish....",33134
Morton's The Steakhouse,"It's not my favorite steak in Miami, but it's one of the top spots on my list. Lately, it's more than just a solid steak- it's happy hour too! I prefer...",33134
Anthony's Coal Fired Pizza,"Went for a late night bite. 
Was seated immediately with a smile in spite of the near close off time. 
Waitress took a few minutes to get to us, been when...",33172
Anthony's Coal Fired Pizza,"Decent pizza chain.  I usually go with a few friends and order a side of wings and a couple pies to share, and this time was no different.  The wings come...",33172
Anthony's Coal Fired Pizza,Ordered couple of pizzas online. Called immediately to make change to one of the pizzas and they declined saying they cannot change anything to online...,33172
Tropicana Food By The Pound,"It is what it is and what it is is amazing.  A date night spot this is not, but a place to comfortably grab great food is what you find under the Tropical...",33144
Tropicana Food By The Pound,I love Hispanic food! We were on our way to Colombia and wanted a little Cuban food before we left the country. This place was great. I'm giving it a 4...,33144
Tropicana Food By The Pound,"Oh Lord...this is by far the most fascinating fusion of Caribbean flavors I have ever tried in my life. Outstanding!! 

First time visiting. This place is a...",33144
Jc's Pizzeria,"My favorite pizza place ever. I come here every time I'm in Miami. Sometimes there is a bit of a language barrier as I only know limited Spanish, however it...",33175
Jc's Pizzeria,"I have been going to this place for the longest and the pizza is always YUMMERS. It's literally a small hole in the wall, no more than 20 people fit inside...",33175
Jc's Pizzeria,Staff was very hospitable and all wore a contagious smile! Delivered service with their pies priced to compete  with chain restaurants...,33175
Juanchi's Burger,This is absolutely my favorite burger joint in Miami!!! If you are looking for a delicious juicy bite...check them out! They are usually always busy so good...,33145
Juanchi's Burger,"The burgers were great but they charged me $6 for their ""bacon jar"" which only had 5 strips of regular thin bacon. The service was absolutely abysmal. The...",33145
Juanchi's Burger,"What can I say abut this place. Glorious. Its worth the money! The quality, the ambiance. I am happy we have more places like this. Support local business....",33145
Los Perros,"I have a job that ends at 2 am and the only place open is this restaurant, so I mostly order Uber eats from them, which it never disappointing the food is...",33144
Los Perros,"You know a place is good when no matter what time you go, its full.

As everybody mentions, its great for that late night after drinks food craving.

My...",33144
Los Perros,"Great burgers, hotdogs, and fries for a decent price in Miami. The staff is friendly, and the service is fast even when the place is packed. It is open...",33144
Manantial Market Place,Truly one of the most authentic places for Colombian food and atmosphere. They make fresh pan de bono and pan de yucca daily. They have delicious arepas con...,33144
Manantial Market Place,"Hands down the best Pan de Bono I've ever had. 

Went for breakfast and left with a pleasantly full belly of perico eggs, arepa, and fresh cheese. Their hot...",33144
Manantial Market Place,"This place is an awesome supermarket with a great bakery. I love getting breads and pastries here, like the ""pan de seda"" or a pan de queso, both breads...",33144
Lee's Chinese Food,I love this place. I've been ordering from here for 8 years now. This food is only good for take out or delivery ! So if u want to watch a movie and chill...,33183
Lee's Chinese Food,"Expensive, over salted, no air conditioning, and food was terrible.

I came here really excited due to the reviews beings not bad but I don't know if there...",33183
Lee's Chinese Food,We've been getting take out and delivery from Lee's for more than a decade. It's consistently good. Tonight we had five combination dinners (five different...,33183
Blue Martini Lounge,"My update is for the following reason: Aside from having great happy hour prices that last till 8, what most people don't know is that Blue Martini is an...",33183
Blue Martini Lounge,"I rate lounges or bars by what they would look and smell  like in the morning. 
They allow cigarettes AND cigars so word to the wise it smells.
That said we...",33183
Blue Martini Lounge,Irelis is an amazing waitress. I've had an amazing time here and you have to ask for her she is great! Will definitely come back here!!,33183
Tequeño Mania,Best original tequenos. Try the Hawaiian for a mix of sweet and salty.the Gouda ham is also good.,33183
Tequeño Mania,"i am obsessed with tequenos, especially guava and cheese ones! i think it is such a great idea that they made this little fast food restaurant with such a...",33183
Tequeño Mania,I love tequeños just as much as I love cheese sticks so I pretty much scout them out wherever I go. This place has an assorted variety of fillings that you...,33183
Bousa Brewing,This is my favorite brewery in Miami at the moment.  First let's talk about the beer. The Stout at and the Belgium Brown (hopefully they keep these...,33138
Bousa Brewing,What a breath of fresh air! This place is just fantastic. Not only do they offer a great selection of amazing beers but the place itself is just so fresh...,33138
Bousa Brewing,"Found the place in yelp and decided to try. Very nice place and ambiance and kids friendly. We tried the stout, very good. 

The place was kind of empty so...",33138
Don Davis Steakhouse,I work in this same business park and it's so nice to have Don Davis back for a quick lunch or colada or cortadito run! The facade of the center is going...,33126
Don Davis Steakhouse,This pace has good food sometimes! I work next door to their other location on 25th street and 82nd. I call in the morning to have breakfast delivered and...,33126
